drugName,condition,review,rating,usefulCount
Bisacodyl,Constipation,"""So I&#039;m 18, and have been on prescribed fentanyl from 12.5 mcg and now am up to 100mcg p/hour. I haven&#039;t had a BM in WEEKS, and was just about ready to go to the ER When I discovered I had the dulcolax suppository in a drawer. My goodness, let me tell you that it gave me the only relief I&#039;ve had since this started. About 3 weeks ago. No stomach cramps like from pills, just slight back pain until the rock hard stool had been completely eradicated. If your in an opiod constipated person, even if you find it a little degrading, USE THE SUPPOSITORIES. You can avoid all the cramps and associated symptoms until its finally time to pass, though your bum WILL hurt afterwards if you passed a grapefruit like myself. Hope it helped! Don&#039;t judge!""",8.0,8
Diazepam,Muscle Spasm,"""Had a very nasty Lumbar disc prolapse which was causing pressure on my Sciatic nerve, I was prescribed 2mg Diazepam and Codeine (which I haven&#039;t taken). 
Ordered to take the Diazepam 3x daily but I&#039;ve always been sceptical about taking medication, however certain mornings/evenings became unbareable therefore I bit the bullet and took the Diazepam.
To my surprise within 20 minutes symptoms reduced, hopefully returning to my beloved sport within 4 weeks now!
I must add I have been undertaking mobility exercises and stretches which I believe is reducing symptoms as I&#039;m feeling the need to take less medication and I&#039;m gaining more range on my stretches now.""",10.0,25
Ethinyl estradiol / norethindrone,Birth Control,"""I was prescribed Microgestin FE 1/20 after finding out my insurance didn&#039;t cover Loloestrin Fe 1/20. Thought I&#039;d give it a try since my provider said it&#039;s similar to loloestrin, however it has a higher dose of estrogen, and she suggested that no other BC will have lower estrogen than loloestrin. Paying for it out of pocket would be about $120 a month. I was on Microgestin for 2 weeks. I know that&#039;s not long enough but it was long enough for me! My breasts were way sensitive and tender to the point that laying on my side felt uncomfortable and the reason why I decided to stop it all together was because sex was painful! My vagina was so dry that although I wanted to have sex, my parts weren&#039;t working with me! LOL.""",1.0,3
Tamsulosin,Urinary Tract Stones,"""I have bilateral medullary sponge kidney disease and pass stones almost daily. Although it does not relieve the pain, it does help pass the stones and prevent an obstruction. I no longer experience any of the side effects like dizziness, but I also take it at night. I have a history of cardiac reactions to medications and sometimes a stone will cause my heart rate to skyrocket to 160 with a blood pressure of 165/100, but it is clearly the stones and not caused by Flomax. My only complaint is that my insurance refuses to pay for this medicine because I am a woman. I don&#039;t think that is right, and I&#039;m not going to accept that kind of discrimination. Even my doctor&#039;s office is surprised by the discrimination.""",8.0,62
Letrozole,Breast Cance,"""I&#039;m not sure how to rate this drug. If it keeps cancer away, it might get a 10. Almost 4 years later, it appears to have done so. However, the jury is still out. I am literally counting the days until I can get off this drug. The joint pain has become almost unbearable and completely affects any quality of life. I find I don&#039;t want to do much of anything because of the pain, yet know I have to or be almost bedridden. It has become progressively worse in the last year. So I push myself daily and have tried almost everything to help the pain, but nothing really works. I am grateful to be cancer free, and really feel conflicted even complaining about it. But most days are just very hard. I am 63, yet feel like a 90 year old.""",5.0,75
Lithium,Depression,"""This medication, in combination with a med for sleep, alleviated me of suicidal ideation in matter of one week inpatient. On the downside, I do feel quite flat, and the effects on my health are not able to be known this early on. The poor health feelings are usually due to the drug not being eliminated fast enough by your liver.

I received minimal therapy and didn&#039;t experience life improvement, yet all bouts of suicidal depression are gone. Depression for me is now less severe, and more transient.""",8.0,22
Microgestin Fe 1 / 20,Menstrual Disorders,"""I just started my second pack of microgestin fe 1/20 and I cannot complain! I definitely have the side effect of feeling a little sick, but that is to be expected. My first month of using it I also had started working out and I actually lost 7 or 8 pounds, so I had no problem with my weight. I&#039;m sure it is based upon your body, but if you maintain a healthy lifestyle weight gain should not be a problem. 
I started taking this due to the unreal pain I was experiencing while I was on my period. This past one was nothing! I had zero pain and it was extremely light and only lasted about 2 days. It was so nice! My only complaint is my stomach hurting during the first few days of pills.""",8.0,9
Methylphenidate,ADHD,"""Better than Ritalin. """,10.0,7
Dilaudid,Pain,"""This drug is very effective.  I had surgery earlier today
on my rectum, and I get complete relief from four milligrams taken by mouth. The sole side effect appears to be a degree of sleepiness, but compared to other drugs of similar potency, this one seems to induce minimal impairment.  The horrors (hallucinations) are readily controlled by a small amount of valium.""",9.0,25
Bystolic,High Blood Pressure,"""37 year old male, extremely fit, 2 time Iraq deployed, still Active Duty Army. Blood pressure sky rocketed after my first deployment in 2004/2005. VA prescribed lisinopril and hydrochlorothiazide. Struggled from the start with severe headaches and very high pulse for over 10 years and thru a second deployment in 2010/2011. VA refused to change meds even though my BP and pulse were never stable. Finally manned up and switched to a civilian doctor a month ago. He immediately told me to cease the VA&#039;s medicine and put me on Bystolic. I&#039;ve never felt better. BP during exercise hasn&#039;t been over 124/71, pulse 105ish, lowers to 115/60ish thru out the day and my pulse is a beautiful 58-70 at its highest during the stresses of daily Army work.""",10.0,74
Tadalafil,Erectile Dysfunction,"""I&#039;m in my early 30&#039;s and found myself single again after 10 years of marriage and anxious when it came to being with new women, wasn&#039;t getting as hard and was hit and miss. Went to the Dr and got the 20mg Cialias and all is good. You can relax and know everything&#039;s going to work and can go multiple times. Just wished it was cheaper.""",9.0,81
Nexplanon,Birth Control,"""Had the implant 1st may 2015 and after two weeks I have become a complete mess. I&#039;ve had extreme headaches and tiredness. Massive acne out breaks but the worst was the mood swings. I would find myself ready to kill my other half over silly stuff and then sobbing uncontrollably in the next minute. I also had pain when I moved my arm. I also had a real job to get my doctor to take it out! I&#039;ve had similar reactions on other types on contraception so knew what it was. I appreciate it works wonders for some people but for me it was a nightmare!!""",1.0,6
Etonogestrel,Birth Control,"""I have been on Implanon for about a month now, first of all I don&#039;t regret getting this type of birth control. It was painless to get put in, and if you are like me and forget to take the pill everyday with Implanon you don&#039;t have to worry about it at all. I was really scared when I first got it. I read all these reviews saying it was a terrible product. I have not had any irregular bleeding whatsoever or bloating. Implanon makes you want to eat a lot which is why people complain they gain weight, if you stay eating normally like I have been doing you will only gain about five pounds. The worst part I would have to say, is I always feel very sleepy. I will definitely recommend it.""",9.0,1
Nora-Be,Birth Control,"""I just stated a .35 mg dose today to treat ovarian cysts related to endometriosis. Awful! I took it with toast and two hours later felt tingling in my face, was itchy, disoriented, had a headache, a sore throat, felt anxious and dizzy. After reading other reviews it seems like this crap disaster pill only worked for one woman ever. Never take it. I&#039;m 38 and otherwise very healthy. Drugs. No thank you.""",1.0,5
Concerta,ADHD,"""Doctor started me on 27 took that for 3 weeks for severe ADHD and it lost its effect so I was put up to 54 mg and amazing changes I get work done fast and I am motivated only problem is Crash is pretty awful for me, I get really sick to the stomach and drowsy. For the sick stomach I just use ginger but drowsyness can&#039;t do anything""",8.0,20
Flomax,Benign Prostatic Hyperplasia,"""Improved urine flow in the beginning, but over time it seems to lose effectiveness. Doing 0.4mg tablet, 1 per day.

Sideffects: just feel weak all around and have dry ejaculations.""",6.0,52
Focalin,ADHD,"""My 10 year old daughter had her doctors appointment on Friday. She started Focalin 5mg on Saturday. Last might, Sunday, she was complaining of stomach pains. And again before school this morning. I gave her some tums and cereal, and I&#039;m hoping for the best. The doctor said that the stomach pains will subside in about a week. She&#039;s not really &quot;zombied&quot;, but it seems as though there&#039;s a lot less talking. She&#039;s not ADHD, just ADD. I am worrying very much. I hope that the Focalin equals out in her system soon.""",8.0,34
Dextromethorphan,Cough,"""I have tried this formula the plain Vicks 44 for the past year and a half. It helps and is better than others on the market but just does not do the job like the formulas 44D and 44M . I would rate the D formula as the best ever made and then the M formula the next best with that making the plain 44 as the bottom product. But now I can&#039;t even find the straight 44 formula at the places to shop in my town. So I came on line to find out if I could order it online.""",5.0,0
Amitriptyline,Depression,"""I have been on this anti-depressant for many years and while it has helped me to sleep, I have had really bad tinnitus, so I won&#039;t be taking it again.""",5.0,17
Namenda,Alzheimer's Disease,"""My mother has been taking Namenda for Alzheimer&#039;s for over a year now.  She was first prescribed Aricept which made her more anxious/hyperactive &amp; no noticeable positive impact.  After 2 weeks of Namenda, there was noticeable improvement in her cognitive abilities.  In fact, the light bulb finally went off &amp; she realized she had Alzheimer&#039;s.  She spent the next several days on the phone breaking the news to family and friends, who had known for over 2 years by that time.  My opinion:  Namenda keeps her in 2013 - in the present.  Her logic, reasoning, problem-solving skills, short term memory, comprehension and communication skills are impaired from the disease, but she recognizes this and acknowledges her feelings of confusion.""",8.0,120
Fluconazole,Vaginal Yeast Infection,"""Seriously the only medicines that work for any problems. It gets the job done when you have a yeast infection from antibiotics. Fair warning have this around when you first take antibiotics.""",9.0,85
Amitriptyline,Migraine Prevention,"""I started this medication for hemiplegic migraines, I was also experiencing bad anxiety and dizziness. I started at 25 mg and I saw an immediate decrease in my anxiety and dizziness, I did suffer a bad migraine and my doctor increased my dose to 50 mg at bedtime, it has worked wonderfully with the added bonus of getting a great nights sleep









""",9.0,39
Ultracet,Pain,"""I suffer from Fibromyalgia.  Although prescribed 8 tablets daily, I typically take 4 if I can get away with it. It&#039;s very effective for pain.""",9.0,84
Nexplanon,Birth Control,"""This is the worst birth control I&rsquo;ve used. My periods are heavy and irregular. I have my period more often than I don&rsquo;t. The pill may be annoying to take every day but it&rsquo;s way better than this. I&rsquo;ve used it for the entire 3 years and it never got better. The doctor kept telling me my period would get more regular but it never did. I would never recommend it.""",1.0,5
Benzoyl peroxide / clindamycin,Acne,"""My dermatologist gave me Acanya to use in the mornings. My acned improved a little in the beginning but then returned/got worse. It works differently for different people.""",4.0,15
Lithium,Bipolar Disorde,"""I am writing mostly because after having so many people tell me their horror stories about Lithium I was looking for something positive and found this site.  I was prescribed Lithium after my first manic episode and it has helped to level me out.  I was also on Olanzapene which I blame for the 20lbs I gained (being in the hospital for a month and then snacking obsessively and not excercising didn&#039;t help).  My thoughts of suicide are a lot less  for the first time in a long time and I feel generally more stable than I did even on Effexor which I was on for years.""",10.0,30
Levonorgestrel,Birth Control,"""Got the mirena a few months ago and so happy I did. I can&#039;t take birth control pills due to my medication, so my doctor said to get this. I had some cramps and spotted for almost 2 weeks and was nervous, but reading other people&#039;s sounded normal because your body isn&#039;t use to it yet. After that it&#039;s been good, no pain and really small periods. I know sometimes the symptoms can really suck but I&#039;d rather those then be pregnant so I recommend to all.""",10.0,5
Avodart,Benign Prostatic Hyperplasia,"""No change in PSA (still around 4) - sleep through the night though. No erectile dysfunction though however, cannot climax.""",3.0,71
Minocycline,Acne,"""This has helped my acne tremendously.  Especially on my face. Im 16 and have suffered from acne since middle school I was prescribed with this by my dermatologist. Along with some topical creams""",9.0,13
Bisacodyl,Constipation,"""Horrible stomach cramping and the erge to vomit, but never did. I think I would have rather stayed constipated! OUCH!""",5.0,46
Tegretol,Trigeminal Neuralgia,"""Made me exhausted everyday (wanted to sleep 24-7) and had changes to menstrual cycle.""",3.0,31
Isotretinoin,Acne,"""Having suffered with Acne from my teenage years, the only thing that helped was Dianette The Contraceptive Pill.  As I am now 35 with 2 children this was no longer an option, and the acne came back worse than ever before. So I was seen by a dermatologist and prescribed this wonderful Isotretinion!  Yes I had dry skin and lips, but so worth the results!  After a high dose course lasting 10 months my skin was perfect.  It has been a year since and I am still acne free!  I would highly recommend this anyone who is suffering!""",10.0,1
Zoloft,Depression,"""I had always been a very shy, quiet, depressed person and also struggled with fatigue.  After taking this medicine for 2 weeks at 100mg I had what I would call a severe emotional release and then a &quot;coming out of my shell&quot;. It was very exhilarating. I began to approach women which had always been a problem for me, then started to have a lot of girlfriends, very happy for a while, felt like I got my life back. But then I started to do some strange things, began to act very aggressive physically and sexually, took A LOT of dangerous, crazy risks, went out to parties every night and had urge to drink myself out of my mind. Very strong urge to drink, and then sleep for majority of the day.""",7.0,10
Victoza,"Diabetes, Type 2","""I&#039;ve been using Victoza since May 2013 and since then have reduced my weight from just under 17 stone to just under 11st (5ft 6&#039;&#039; Stocky build) and my blood sugar within this period is consistently between 4.5 and 7.5 mmol (used to be 15 to &gt;20mmol!!).  Where I&#039;ve seen a huge difference is with my attitude to food.  I don&#039;t consider myself to be or have been on a diet with Victoza but it&#039;s helped immensely with portion control.  I do watch all my carbs, fats and calories now but I don&#039;t feel I really deprive myself.  I hear that signal from my stomach a lot louder than I used to and I feel fuller for longer.  I still graze but food I took for mundane now feels more satisfying.  So glad to see the back of my insulin too!""",10.0,21
Tioconazole,Vaginal Yeast Infection,"""Omg....the pain!!!!! I was put on antibiotic. For pneumonia and bronchitis and ended up with a YI... so i got the one day treatment got $24, at 830pm I popped it in by 9:53pm I was in so much pain , it burned so bad and still is burning. Its now 11:33pm it burns so bad im in tears baling... and I am contemplating removing my shower head from the hose to flush it out. I am in tears and afraid to move. With the slightest shift I feel like I am re-lighting the torch inside me.  Do not do this treatment....and these people who say they hardly feel a thing.... yeah they have vaginas cloned from superman DNA... i would rather do natural no pain meds child birth again before doing this treatment again!""",2.0,12
Ethinyl estradiol / levonorgestrel,Birth Control,"""Just quit Alesse after 4 months. I tried to tough it out but it just wasn&#039;t working. I was always hungry, then I would eat and feel constantly nautious and bloated. I had no energy and felt tired, always wanted to eat sweet stuff. Didn&#039;t really gain much weight, just water weight around my hips and boobs (those were constantly sore as well), such bad mood swings and depressed and anxious often. Got lots of headaches, acne got worse (cystic acne on my chin back and chest), and lower sex drive. This is my first day without birth control (period will start in a few days) and I can honestly say that I feel sooo much better, which is weird because Alesse is &#039;ultra low dose hormones&#039;.""",3.0,11
Amitriptyline,Irritable Bowel Syndrome,"""I have been dealing with IBS for about 2 years now, NOTHING was working. The doctors tried everything to see if they could help my pain and stomach problems. About 1 month ago my doctor prescribed this medication and my stomach pains are 99% gone. I take a 10 mg pill every night and it not only helps with my IBS, it also helps with my anxiety. I would recommend this medication to anyone! I can start living the life that I had before IBS, its amazing!""",9.0,64
Harvoni,Hepatitis C,"""My husband started Harvoni on June 14, 2016. July 08, 2016 he died of an Aortic dissection and cardiac arrest. He saw his doctor regularly and had no signs of heart problems or high blood pressure. The doctor said that sometimes the Harvoni can increase your blood pressure. So please everyone, discuss this with your doctor.""",1.0,45
Bupropion,Major Depressive Disorde,"""I&#039;m on 100 mg of bupropion Sr twice a day. Some days I&#039;m balanced, some days I&#039;m full of so much energy and today zombie state.
Pros? The &quot;voices&quot; in my head berating me every second of the day is silent. I am starting to see less hallucinations. My sex drive is up and paranoia down.
Cons? Vivid dreams. Like vivid to the point of not being able to differentiate reality.  Also, you always sleep late and wake up early. 
But you trade one major problem for a manageable one so I can deal with this.
It&#039;s only been a month. Perhaps it gets better. Who knows. I am worried it may trigger another psychotic episode...may have to talk to Doctor.""",7.0,12
Invega,Schizophrenia,"""Worst medication ever. Ruined my health. It&#039;s chemical lobotomy.""",1.0,2
Ketorolac,Pain,"""Had severe headache for 2 days.  Went to GP and was diagnosed with tension migraine. Given Toradol injection and within 30-40 min headache pain subsided. No side effects.""",9.0,17
Naratriptan,Migraine,"""It works! Felt like a cooling sensation in my head/face. Made me drowsy so I jumped into bed and slept for a couple of hours. Woke up with some small migraine pain but overall reduced pain from a 10 to a 1. Didn&#039;t have the chest tightening side effect that I had with Sumitriptan.""",10.0,1
Azithromycin,Chlamydia Infection,"""I recently found out I had the std and was treated asap with 500mg azithromycin I was prescribed 2 of those pills and got sick as soon as I took them, lasted for about 2 hours but everything&#039;s better. if you aren&#039;t feeling well try eating something.""",8.0,8
Zolpidem,Insomnia,"""It has really helped me get to sleep. I would find myself still awake at 2 in the morning, staring at the walls. Then I couldn&#039;t get up in the morning.  It&#039;s great!""",10.0,9
Suprep Bowel Prep Kit,Bowel Preparation,"""Tastes awful, but it could be worse. I read a gazillion reviews and tips before undertaking my first dose at 3:30 p.m. I did divide the diluted dose into two portions, added a little Polar Half and Half (lemon/grapefruit soda) and some crushed ice. Still very bitter and salty. Took long gulps through a wide straw, breathed through my mouth and then &quot;chased&quot; between with lemon wedges and sips of the 32 oz of water you are supposed to follow up with. Some burping while drinking. Took 30 mins to drink and 30 mins to kick in and I&#039;ve been going for the last 2.5 hrs. Some cramps; a tad nauseous. Not looking forward to the 2nd dose. Keep telling yourself that it&#039;s better than getting colon cancer (my dad died of it).""",7.0,12
Tadalafil,Erectile Dysfunction,"""I have taken 2 10mg doses, great effects both times. Effects have lasted about 48 hours each time. No noted side effects at all.""",10.0,118
Betamethasone,Lichen Sclerosus,"""An itchy scalp.""",9.0,1
Lubiprostone,"Constipation, Chronic","""Have taken it for one day and I feel better already. When you go to the bathroom once a week, you look for anything that will help. It&#039;s Tuesday and 2 movements already this week. It&#039;s great.""",9.0,35
Ledipasvir / sofosbuvir,Hepatitis C,"""I think that I contracted hep C when I was born as a blue baby and needed blood, (back then they didn&#039;t test the blood) It was a direct transfer.  But this can&#039;t be proven! Because the day you get HEP C is all a guess. I tried a treatment about 4 years ago and lasted about 15 days before I almost died( INCIVEK ). ... I did go through the Harvoni last year, with a complete success, so far....BUT, I had major stomach issues since. This started in the 2nd month of treatment and it has become a problem. Very strong burning pain, only after eating or drinking anything, including water. tried BOD diet, didn&#039;t work. Wondering if anyone else is having this problem?  Hep C is still gone and has NOT returned... YEAH !!""",10.0,58
Bisacodyl,Constipation,"""I&#039;m so satisfied with this product. I have a rare bowel disease and cannot have a Bowel motion naturally. Dulcolax has helped me in so many ways. I don&#039;t know what I would do without it.""",10.0,26
Ethinyl estradiol / norethindrone,Birth Control,"""Was on the Gildess brand for almost a year and LOVED it! Went to the pharmacy to pick it up and they gave me Blisovi instead saying that it is the same exact thing. Its one month latter and I HATE it! My breast have shrunk and have gained weight in my stomach which is the last thing a girl wants! I have been having stomach problems and getting bad acne breakouts all over! It is far from the same thing I took before, glad to see I am not the only one having problems. Calling my doctor to have it switched!""",1.0,12
Movantik,"Constipation, Drug Induced","""First dose worked great. Then comes horrible pain. I only use in dire straits when it&#039;s been 5  days and nothing else works. Sometime it takes days for Movantik to even kick in. That&#039;s what made me find this board, it&#039;s been 3 days this time and it hasn&#039;t worked, but I haven&#039;t had any stomach pain. My pain experience doesn&#039;t sound as bad as some of yours. Try heating pad on stomach. Or my joke, just stay full of poop! It feels better!""",1.0,11
Cipro,Traveler's Diarrhea,"""I used it in Bali and it took care of the diarrhea immediately.  Highly recommended.""",10.0,55
Pregabalin,Generalized Anxiety Disorde,"""Brilliant, like an anti depressant but I don&#039;t get nervous anymore""",10.0,11
Niacin,High Cholesterol,"""My cholesterol has dropped 21 points since I started taking Niacin. The only side effects I experience is flushing of the body (like prickly heat) and itching sensations.""",10.0,22
Celexa,Anxiety and Stress,"""I rarely post online reviews, but I recognize that most people only post reviews when they don&#039;t like something, so I wanted to sort of offset that here.

I&#039;m in my mid-twenties and female.  I&#039;ve suffered with severe anxiety and depression for several years due to trauma.  Enter Celexa.  To be fair, I went to therapy for several months before deciding to go on medication (and was feeling a bit better), but I still experienced severe anxiety that the therapy wasn&#039;t helping.  I started feeling better after the first week on Celexa, and things have only improved from there.  I&#039;ve been taking it for around three months and my anxiety/depression is almost completely gone.  I&#039;ve had no sexual side effects whatsoever, no weight gain, no issues.""",9.0,156
Levonorgestrel,Not Listed / Othe,"""Switched from BCPs because of terrible side effects. It&#039;s been 6 weeks, and so far I&#039;ve experienced a good amount of pain, bloating, headaches and possible weight gain. I&#039;ve noticed my body chemistry change in other ways, too. My second period came only 2.5 weeks after the first ended. First was 9 days long, too. Doctor has advised to tough it out at least 6 months. Trying to resolve coverage with insurance co. Law Center for Women a great resource.""",5.0,0
Methylprednisolone,Inflammatory Conditions,"""Was prescribed for back pain. My legs hurt so bad I can&#039;t even walk! I can&#039;t sleep it hurts so bad. I am not finishing this script and I will never take it again.""",2.0,25
Gabapentin,ibromyalgia,"""Gabapentin/neurontin helped with my fibromyalgia body pain.  However, it did nothing for the electric shock like paresthesias or other neuropathic pain in my feet and legs.  Lyrica helped with that, but had side effects.  

Now, I&#039;m on an effective cocktail of drugs:  Celexa, 50mg Seroquel at bedtime for sleep, Buspar/buspirone, 400mg Skelaxin for skeletal muscle pain at bedtime, and Mirapex for burning foot neuropathic pain.""",6.0,20
Levonorgestrel,Emergency Contraception,"""Okay, just like most people on here I decided to write a review if this pill worked. My previous period started on December 30, 2016. I had unprotected sex towards the end of my period on January 5th, 2017. The first time, my boyfriend pulled out but the second time, we kept going without a condom and I think there may have been some sperm in me. I freak out and went to Planned Parenthood on January 6th, 2017 to get emergency contraceptive. I got the generic formula called &quot;Econtra EZ&quot; but it worked just as fine! My period came today on January 29th, 2017. I was psyching myself out reading all these reviews but I&#039;ve taken Plan B, Ella, Next Choice and etc... ALWAYS worked! Going to be on birth control pills after period!""",10.0,4
Chlorzoxazone,Muscle Spasm,"""Lorzone immensely improved my severe whiplash after just one dose (effects felt next day).

First thing I noticed was that it relaxed my diaphragm, causing me to burp, and it relaxed other areas causing me to cough regularly.  

Two thumbs up! """,8.0,55
Zyprexa,Bipolar Disorde,"""Puerperal Psychosis: Made me incredibly hungry and then not even remember eating things!  One time I ate 7 doughnuts in one night - I only know this because I found the empty packet the next morning.  I have no memory of eating them.  I put a lot of weight on doing this.""",4.0,26
Galantamine,Alzheimer's Disease,"""Reminds me of Adderall but only a natural way to acquire the same or a similar effect. I am in the process of speaking with my grandmothers doctor to see if she can take it for her Alzheimer&#039;s.""",10.0,7
Xanax,Anxiety,"""First time taking Xanax today and I feel great! The doctor prescribed me 0.5mg every 6 hours but I took a 0.25 and it helped tremendously! I am calm and able to function. All those anxious and negative thoughts just slip away.""",10.0,114
Trazodone,Insomnia,"""I have severe insomnia. I have gone 4 days at a time with no sleep at all. I have also experienced hallucinations when I go 3 to 4 days without a wink of sleep. I have tried Ambien without even a yawn. Restoril gave me bad nightmares, I would awaken by throwing myself out of bed. I have just started taking Trazodone 50mg (3days now) and it knocks me out. It is the first time in years that I have slept through the night. However I am experiencing side effects when I awaken that are lasting throughout the day. Headaches, neck ache and weak, rubbery legs. If the side effects do go away I would give it a 10.""",7.0,20
Triumeq,HIV Infection,"""Ok I was on Atripla for years it works but with bad nightmares and not feeling rested- switched to Complara loved it- no side effects felt great. Nurse Practitioner said after a couple years it was building toxicity in my kidneys.. Not sure if that was true but we switch to Odefsy - almost immediately started having toxicity side effects.. Nurse blew off my concerns and complaints of pain, headache , dizzy, tired, no concentration etc So I got rid of her and went to a doctor now I&#039;m trying Triumeq.. It&#039;s ok I think I&#039;m adjusting to it, initially it made me tired, I do sleep later now and am a bit slower getting going in the morning which I don&#039;t like.. I do feel a bit hot at night after taking it.. again I think I&#039;m adjusting may take in AM""",7.0,8
Gabapentin,Alcohol Withdrawal,"""Helpful for Alcohol Detox""",6.0,24
Lithium,Bipolar Disorde,"""I have bipolar I disorder, usually mixed episodes.  I&#039;ve been on lithium for about 14 years.  Lithium controls the cycling, keeps me free from mania, and causes absolutely no side-effects whatsoever.  My lab tests have always been fine.  I take 1200 mg a day.  I also take quetiapine 300 mg and risperidone 2 mg a day.""",9.0,29
Paregoric,Diarrhea,"""the only manufacturer of this is not currently shipping the drug although their customer service says they will at some unspecified date.  All customers should contact them, and ask them to prioritize putting this prescription back in the supply chain so those of us who rely on it can leave the house without fear of an &quot;accident&quot;.""",10.0,9
Ethinyl estradiol / levonorgestrel,Ovarian Cysts,"""I&#039;ve been on many pills and have bad experience with all of them. Mood swings, depression, exhaustion, loss of sex drive, breakouts, etc. etc.
Lutera seems like one of the best-of-the-worst I guess...  it made my boobs plumper which rocks, but I&#039;ve lost my sex drive pretty much entirely so what is the point of that?!?
I&#039;m taking it to control Ovarian Cysts and Endometriosis but I&#039;m going to stop, maybe try another, cause I find that I get mad or resentful at my boyfriend when there&#039;s nothing out of the ordinary going on, and I don&#039;t really care if I see my friends or not... stuff I used to feel passionate about is like...  whatever.  I miss me.  At least Lutera didn&#039;t make me feel like offing myself like Ortho did, but it&#039;s still not great.""",5.0,0
Lamotrigine,Bipolar Disorde,"""I have had severe bipolar and manic depression for ten years. I was diagnosed at age 14, and have tried countless other medications over the years, none of which helped me in the least. I&#039;ve been on lamotrigine for about 7 months now and I can honestly say this is the first time in ten years where I feel like I am myself again. This medicine has given me my life back. I cannot praise it enough and I strongly suggest anyone with similar conditions try lamotrigine. It has saved my life, quite literally.""",10.0,9
Stelara,Psoriasis,"""After 30 plus years of SUFFERING with Psoriasis and after being on Stelara for 5 years now I don&#039;t have a skerik any where on my body.

I had a PASI rating of 91, now its 0.

Thank you Stelara.""",10.0,48
Rosuvastatin,High Cholesterol,"""I can not begin to describe how much pain I am in right now ... within hours of taking 5mg my ankles are swollen and my knees and hips are throbbing to the point that I had to call out of work. 

My cholesterol isn&#039;t even that high but my doctor insisted that I take this stuff. It&#039;s going in the garbage, although $38 for SIX pills makes me hesitant.""",1.0,9
Suboxone,Opiate Dependence,"""I have been on heroin oxy, roxi and anything else i could get my hands on for 12 yrs. After I took suboxone one time I felt like a new person no more cravings and no withdrawls whatsoever. Now my life is back the way it was before the dope thanks suboxone you probably saved my life.""",10.0,28
Gabapentin,Epilepsy,"""I was also given gabapentin along with Keppra for seizures. The seizures seem to be under control and  I am happy with the results but unlike the first comment I have not gained any weight. I have actually lost like 70 pounds.""",9.0,15
Guanfacine,ADHD,"""Ours 8 year old son as done so much better with the Intuniv.  He takes 2 mg, at night.  I see posts on the cost, check a Canadian pharmacy.  We only pay $450 for 90 days, brand.  Otherwise, would be $900 here in the states.  You fax your prescription and they mail you 3 month supply.  No  side effects for us.""",10.0,28
Venlafaxine,Anxiety,"""Only 3 days of nausea at first. Dosage is 37.5mg. A lot calmer. But will increase dosage about a month later. Having vivid dreams at night. Having skin irritation but not sure if its caused by something else. Not confirmed. Had a severe diarrhea reaction to Flucozanole (anti-fungal pill), so I think there is an interaction between the two.""",7.0,4
Lorcaserin,Weight Loss,"""I started the pill and the first day was super wacky and dizzy. After the 10th day I discontinued. I had gained weight; had water weight but was dehydrated, had blurred vision; dizziness, headache, backache and joint/muscle aches; couldn&#039;t complete a sentence; chills, shakiness, vivid dreams, couldn&#039;t drive, extreme fatigue and disassociation.  I think I had seratonin syndrome.  I was not successful on it, but the patient insert was helpful and I realized I needed to get off of it. After stopping taking it, I started feeling better by the hour.  Now, two days late, every symptom has gone away.  I have about 40  lbs to lose.  I am happy for those who found success with Belviq but wanted to post my experience for those who are having trouble.""",1.0,54
Alprazolam,Anxiety,"""I think it&#039;s a great medicine but I only take it as needed since its so fast acting. """,10.0,8
Quetiapine,Bipolar Disorde,"""I have been on Seroquel  (along with a myriad of other psychiatric medication) for 10 years at a dose of 600mg at night. For a while I would get so sedated that while sleeping I would stop breathing and jump awake feeling like I was drowning. While the medicine has been very helpful, I am starting to titrate it down in the hope of losing the 15kg that I put on when I started it. I now find it impossible to sleep without it so I&#039;m coming off it very slowly hoping that my other medicines will keep my mood balanced. Overall a really good medication.""",8.0,11
Fentanyl,Chronic Pain,"""Severe back pain, severe neck pain, and torn rotator culf""",6.0,5
Afrezza,"Diabetes, Type 2","""Try it and see for yourself!!!""",10.0,33
Testosterone,"Hypogonadism, Male","""I started 60 mg of Axiron on 30 Oct it is now 12 Nov. I feel like a gladiator, a warrior. I&#039;m 48 this month, Blk Man, I weigh in at 264 lbs, 5-10, yes that&#039;s big but I have lots of muscle mass on me as well as fat. I checked my blood level before I started it was at 175. I never would had thought my Tlevel was low because I&#039;ve always been a beast in the sack, but I did have the other symptoms.  I go to the gym 3 to 4 times a week now and lift moderately. My body swells up like I was 20 again. My mind is a lot sharper than without Axiron and the sex life? Let just say I have to chase the wife down and still have mega energy. Only about 14 days in and I can see outlines of what&#039;s about to happen in my body. WOW! I am satisfied totally.""",10.0,60
Lisdexamfetamine,ADHD,"""I have been taking Vyvanse on and off for a little over 2 years. I am currently taking 70mg. It really helps me focus and multi-task at work. It also has helped with my anxiety and I am able to tackle things that normally I would try to stay away from doing because of my anxiety. I usually take it during the weekdays and not take it on the weekends because I can go 10 to 12 hours without eating and barely having anything to drink because my appetite is not there. I&#039;ve lost 95 pounds since taking Vyvanse. It also has made my libido go through the roof. There&#039;s an upside and downside to the medication. Overall, it has helped more than it has hurt but there are negatives and positives.""",8.0,29
